data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2809074,108,BUR6536,6534.0,2016-11-14,2016,1,Strategic development,Government of Burundi (2005-),,1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Makamba,Vugizo,Rabiro,Vugizo,-4.1726,29.7069,1,Local Source Project Project,Local,Non-violent activity: Local officials are required to use force to collect the money needed to build the provincial office,0,1548448867,BDI
2809076,108,BUR6535,6535.0,2016-11-14,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Ruyigi,Gisuru,Ndemeka,Ndemeka,-3.4194,30.6005,1,Local Source Project Project,Local,A group of unidentified armed men attacked residents of Musha hill with machetes. 2 people are being treated at the hospital.,0,1548448867,BDI
2809075,108,BUR6534,6536.0,2016-11-14,2016,1,Strategic development,Government of Burundi (2005-),,1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Makamba,Makamba,Centre Urbain,Makamba,-4.1348,29.8040,1,Local Source Project Project,Local,"Non-violent activity: The Makamba provincial governor charged BIF40,000 for his signature on a document and another resident was forced to pay BIF20,000 for permission to open a health centre. These contributions will go to the building of the provincial office.",0,1548448867,BDI
2809133,108,BUR6529,6529.0,2016-11-13,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Cibitoke,Bukinanyana,Bukinanyana,Bukinanyana,-2.8807,29.3361,1,IWACU (Bujumbura),Local,A civilian was shot and then decapitated by a machete by an unidentified armed group. It is believed that he was targeted in a land dispute.,1,1548448867,BDI
2809134,108,BUR6530,6530.0,2016-11-13,2016,2,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Cibitoke,Murwi,Murwi,Murwi,-2.8881,29.2047,1,IWACU (Bujumbura),Local,A man was stabbed in the face repeatedly. His body was discovered in Murwi.,1,1548448867,BDI
2809153,108,BUR6531,6531.0,2016-11-13,2016,1,Violence against civilians,Police Forces of Burundi (2005-),,1,Civilians (Burundi),Former Military Forces of Burundi (2005-),7,17,Eastern Africa,Burundi,Rumonge,Burambi,Buyenzi,Burambi,-3.7881,29.4297,1,Local Source Project Project,Local,"An ex-FAB who lives secretly in Burambi as a driver was abducted by men in police uniform, who blindfolded, beat him, and dumped him in an alley.",0,1548448867,BDI
2809154,108,BUR6532,6532.0,2016-11-13,2016,1,Violence against civilians,CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy,,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Gitega,Gitega,Buraza,Gitega,-3.4264,29.9308,1,Local Source Project Project,Local,The director of Gitega and 5 other CNDD-FDD officials beat a woman who is the civil status officer in Mukoro.,0,1548448867,BDI
2809155,108,BUR6533,6533.0,2016-11-13,2016,1,Riots/Protests,Protesters (Burundi),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),6,,,0,60,Eastern Africa,Burundi,Bujumbura Mairie,Mukaza,n.a. (6),Bujumbura,-3.3772,29.3580,1,Radio France Internationale,International,Several hundred Imbonerakure staged a protest to commemorate the deaths of 6 Imbonerakure during the protests against Nkurunzizas 3rd term.,0,1548448867,BDI
2809184,108,BUR6525,6525.0,2016-11-12,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Bubanza,Mpanda,Butembe,Butembe,-3.1573,29.4586,1,Local Source Project Project,Local,Imbonerakure severely assaulted a man over a domestic dispute.,0,1548448867,BDI
2809185,108,BUR6528,6528.0,2016-11-12,2016,2,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Cibitoke,Mabayi,Kibande,Ngoma,-2.6777,29.2444,1,Local Source Project Project,Local,A man was killed and his body left in a sugar cane field. The provincial governor and police commissioner are making enquiries.,1,1548448867,BDI
2809200,108,BUR6527,6527.0,2016-11-12,2016,1,Riots/Protests,Protesters (Burundi),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),6,,,0,60,Eastern Africa,Burundi,Bujumbura Mairie,Muha,N.A. (20),Musaga,-3.4158,29.3747,1,Local Source Project Project,Local,Imbonerakure held a demonstration to commemorate Imbonerakure deaths during the May 2015 demonstrations. There was high police protection for the protesters.,0,1548448867,BDI
2809215,108,BUR6522,6522.0,2016-11-11,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Mwaro,Nyabihanga,Miterama,Gatwe,-3.4681,29.8078,1,Local Source Project Project,Local,A man was beaten to death by unidentified people.,1,1548448867,BDI
2809272,108,BUR6521,6521.0,2016-11-10,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Ruyigi,Nyabitsinda,Bwome,Muhwazi,-3.6356,30.2393,1,Local Source Project Project,Local,A widow and her 2 children were murdered by assailants armed with knives. 5 people have been arrested.,3,1548448867,BDI
2809289,108,BUR6520,6520.0,2016-11-10,2016,1,Violence against civilians,Police Forces of Burundi (2005-),,1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Makamba,Makamba,Centre Urbain,Makamba,-4.1348,29.8040,1,Local Source Project Project,Local,"The head of Makamba was beaten by the provincial police sub-commissioner, who was securing the presidents route to the senate.",0,1548448867,BDI
2809309,108,BUR6517,6517.0,2016-11-09,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Ruyigi,Butaganzwa1,Mpungwe,Mpungwe,-3.5400,30.2401,2,Local Source Project Project,Local,A man and his son were attacked by armed assailants. The man was beheaded and the son is in hospital suffering from stab wounds. This family was the target of a grenade attack last year.,1,1548448867,BDI
2809353,108,BUR6515,6515.0,2016-11-09,2016,1,Battle-No change of territory,FNL: National Forces of Liberation,,3,Police Forces of Burundi (2005-),,1,13,Eastern Africa,Burundi,Bubanza,Gihanga,Gihanga,Gihanga,-3.1940,29.3068,2,Local Source Project Project,Local,"An armed group, believed to be the FNL Nzabapempa based in Easter DRC, attacked Kagwema village at 20.30. The police quickly intervened.",0,1548448867,BDI
2809360,108,BUR6514,6514.0,2016-11-08,2016,1,Violence against civilians,Police Forces of Burundi (2005-),,1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Bujumbura Mairie,Mukaza,N.A. (26),Rohero,-3.3797,29.3639,1,Local Source Project Project,Local,An unidentified youth who had been arrested and trussed up by the police fell out of the car and injured his head.,0,1548448867,BDI
2809359,108,BUR6513,6513.0,2016-11-08,2016,1,Strategic development,Government of Burundi (2005-),,1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Bubanza,Mpanda,Gahwazi,Mpanda,-3.1703,29.4026,1,Local Source Project Project,Local,"Non-violent activity: The Governor of the province has ordered the heads of sectors and services to collect BIF2000-5000 from all civil servants, traders and growers to welcome the president.",0,1548448867,BDI
2809410,108,BUR6507,6507.0,2016-11-07,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),Government of Burundi (2005-),7,37,Eastern Africa,Burundi,Bujumbura Mairie,Ntahangwa,N.A. (10),Cibitoke,-3.3418,29.3716,1,Local Source Project Project,Local,A cell leader was stabbed in the throat by unidentified men. It is believed that the incident is as a result of a land dispute.,0,1548448867,BDI
2809411,108,BUR6509,6509.0,2016-11-07,2016,2,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),Batwa Ethnic Group (Burundi),7,37,Eastern Africa,Burundi,Bubanza,Musigati,Musigati,Musigati,-3.0671,29.4595,1,Local Source Project Project,Local,"A 12 year old Twa boy was hanged. The reasons for his death are unclear, but the Twa and Hutus live in a constant state of tension on the Kayange Hill. 3 suspects have been arrested.",1,1548448867,BDI
2809412,108,BUR6510,6510.0,2016-11-07,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),Batwa Ethnic Group (Burundi),7,37,Eastern Africa,Burundi,Mwaro,Kayokwe,Gihinga,Mwaro,-3.5113,29.7033,1,Local Source Project Project,Local,"A young Twa man was tied up and beaten by 3 Imbonerakure. The police untied him, but the chief of the hill did not intervene.",0,1548448867,BDI
2809440,108,BUR6506,6506.0,2016-11-07,2016,1,Riots/Protests,Protesters (Burundi),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),6,,,0,60,Eastern Africa,Burundi,Bujumbura Mairie,Mukaza,N.A. (8),Bwiza,-3.3735,29.3694,1,Local Source Project Project,Local,Imbonerakure held a demonstration to commemorate the death of an Imbonerakure during the May 2015 demonstrations. There was high police protection for the protesters.,0,1548448867,BDI
2809457,108,BUR6503,6505.0,2016-11-06,2016,1,Strategic development,Police Forces of Burundi (2005-),,1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Bujumbura Mairie,Muha,N.A. (20),Musaga,-3.4158,29.3747,1,Local Source Project Project,Local,Security measures: Police conducted a household search starting at 5am. They threatened domestic workers to intimidate them into revealing the hiding places of Rwandan rebels.,0,1548448867,BDI
2809473,108,BUR6501,6501.0,2016-11-06,2016,1,Violence against civilians,CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy,,3,Civilians (Burundi),FNL: National Forces of Liberation,7,37,Eastern Africa,Burundi,Kayanza,Gatara,Gihororo,Gatara,-2.9951,29.6561,1,Local Source Project Project,Local,An FNL Agathon Rwasa activist was beaten by members of the ruling party who are her brothers-in-law.,0,1548448867,BDI
2809474,108,BUR6502,6502.0,2016-11-06,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Rwanda),Herders (Rwanda),7,37,Eastern Africa,Burundi,Kirundo,Busoni,Gisenyi,Gisenyi,-2.5004,30.1885,1,Local Source Project Project,Local,A Rwandan shepherd was abducted by 5 Imbonerakure while following a stray cow.,0,1548448867,BDI
2809546,108,BUR6498,6498.0,2016-11-04,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),FRODEBU: Front for Democracy in Burundi,7,37,Eastern Africa,Burundi,Gitega,Bugendana,Bitare,Bugendana,-3.2333,29.9139,1,Local Source Project Project,Local,The head of the FRODEBU on Kibasi hill was attacked by unidentified assailants wielding a machete. He was rescued by his neighbours.,0,1548448867,BDI
2809614,108,BUR6490,6495.0,2016-11-02,2016,1,Strategic development,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Bubanza,Mpanda,Gahwazi,Gahwazi,-3.1512,29.4070,1,Local Source Project Project,Local,Non-violent activity: Imbonerakure intimidated and threatened a man with death to force him to reveal information about a family who had fled into exile.,0,1548448867,BDI
2809638,108,BUR6492,6492.0,2016-11-02,2016,1,Violence against civilians,Police Forces of Burundi (2005-),,1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Gitega,Gitega,Buraza,Gitega,-3.4264,29.9308,1,Local Source Project Project,Local,8 policemen picked up 2 youths and tortured them while they drove around Gitega.,0,1548448867,BDI
2809639,108,BUR6496,6496.0,2016-11-02,2016,1,Violence against civilians,CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy,,3,Civilians (Burundi),FNL: National Forces of Liberation,7,37,Eastern Africa,Burundi,Ruyigi,Nyabitsinda,Nyabitsinda,Nyabitsinda,-3.5620,30.2788,1,Local Source Project Project,Local,A CNDD-FDD party member entered the home of an FNL Agathon Rwasa member and assaulted him and his family. He was then arrested.,0,1548448867,BDI
2809672,108,BUR6487,6489.0,2016-11-01,2016,1,Strategic development,CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy,,3,,,0,30,Eastern Africa,Burundi,Gitega,Gishubi,Muhagaze,Muhagaze,-3.5949,29.8876,1,Local Source Project Project,Local,Non-violent activity: The president of the CNDD-FDD on Kejari hill held a meeting in which he threatened all people who are not members of CNDD-FDD with violence and accused them of plotting a coup.,0,1548448867,BDI
2809674,108,BUR6485,6485.0,2016-11-01,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),7,37,Eastern Africa,Burundi,Makamba,Vugizo,Gishiha,Kiyazi,-4.0899,29.7313,1,Local Source Project Project,Local,3 young Imbonerakure went missing. Investigations are underway to find them.,0,1548448867,BDI
2809675,108,BUR6486,6486.0,2016-11-01,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Makamba,Makamba,Centre Urbain,Makamba,-4.1348,29.8040,1,Local Source Project Project,Local,"The head of the Makamba Imbonerakure assaulted a man, accusing him of stealing his cellphone and refusing to join the CNDD-FDD party.",0,1548448867,BDI
2809692,108,BUR6481,6481.0,2016-10-31,2016,1,Violence against civilians,Vigilante Militia (Burundi),,4,Civilians (Burundi),,7,47,Eastern Africa,Burundi,Cankuzo,Mishiha,Busumanyi,Mishiha,-3.0146,30.8108,1,Local Source Project Project,Local,An alleged thief wass beaten and killed by a group of people in Muzenze in an act of vigilante justice.,1,1548448867,BDI
2809693,108,BUR6482,6482.0,2016-10-31,2016,2,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Ruyigi,Bweru,Mubavu,Mubavu,-3.3296,30.4027,1,Local Source Project Project,Local,"A woman and her daughter, Sylvie and Sabelle Kamana, were stabbed by unidentified assailants. 3 men have been arrested.",2,1548448867,BDI
2809694,108,BUR6483,6483.0,2016-10-31,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),Christian Group (Burundi),7,37,Eastern Africa,Burundi,Bubanza,Gihanga,Buringa,Buringa,-3.2795,29.2837,1,Radio Publique Africa; Local Source Project Project,Local-regional,"2 church leaders were kidnapped by an unidentified group, which claims to be fighting the power of Nkurunziza. They are reportedly being held in the Rukoko nature reserve.",0,1548448867,BDI
2809778,108,BUR6477,6477.0,2016-10-29,2016,1,Strategic development,Police Forces of Burundi (2005-),,1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Bujumbura Mairie,Mukaza,N.A. (25),Nyakabiga,-3.3747,29.3792,1,Local Source Project Project,Local,Security measures: Police conducted a search in Nyakabiga 1.,0,1548448868,BDI
2809779,108,BUR6475,6475.0,2016-10-29,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),FNL: National Forces of Liberation,7,37,Eastern Africa,Burundi,Kayanza,Matongo,Burarana,Burarana,-3.0779,29.6413,1,Local Source Project Project,Local,"2 FNL Rwasa militants were beaten (1 to death) by 5 Imbonerakure, who accused them of stealing solar panels. 5 people have been jailed although human rights defenders claim that the real culprits remain untraceable.",1,1548448868,BDI
2809799,108,BUR6478,6478.0,2016-10-29,2016,1,Violence against civilians,Military Forces of Rwanda (1994-),,8,Civilians (Burundi),,7,78,Eastern Africa,Burundi,Gitega,Buraza,Butezi,Rweru,-3.8012,29.9404,1,Local Source Project Project,Local,A Burundian was shot dead by the Rwandan military on Lake Rweru.,1,1548448868,BDI
2809800,108,BUR6479,6479.0,2016-10-29,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),FNL-R: National Forces of Liberation (Rwasa Faction),7,37,Eastern Africa,Burundi,Kayanza,Matongo,Ruganza,Matongo,-3.0556,29.6139,1,Radio Publique Africa,Regional,"Imbonerakure were searching FNL Rwasa militants homes in Matongo, accusing them of stealing solar panels. They tortured 6 men. 1 has died from the wounds, the other 5 are in prison.",1,1548448868,BDI
2809834,108,BUR6474,6474.0,2016-10-28,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),7,37,Eastern Africa,Burundi,Bubanza,Gihanga,Gihanga,Gihanga,-3.1940,29.3068,1,Local Source Project Project,Local,Imbonerakure assaulted people with belts and batons to force them to attend the opening of a medical centre and a school by the president. 2 seriously injured people are being treated in hospital.,0,1548448868,BDI
2809849,108,BUR6473,6473.0,2016-10-27,2016,1,Strategic development,Police Forces of Burundi (2005-),,1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Makamba,Makamba,Centre Urbain,Makamba,-4.1348,29.8040,1,Local Source Project Project,Local,"Security measures: The police carried out a search of households in the Swahili district of Makamba, no weapons were found.",0,1548448868,BDI
2809905,108,BUR6472,6472.0,2016-10-26,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),7,37,Eastern Africa,Burundi,Karuzi,Buhiga,Ngayane,Buhiga,-3.0302,30.1608,1,Local Source Project Project,Local,Imbonerakure assaulted an Imbonerakure to punish him for failing to attend a patrol to find a young man alleged to have participated in the anti-3rd mandate demonstrations.,0,1548448868,BDI
2809919,108,BUR6468,6470.0,2016-10-25,2016,1,Strategic development,Government of Burundi (2005-),,1,Civilians (International),ICRC: International Committee of the Red Cross and Red Crescent,7,17,Eastern Africa,Burundi,Makamba,Nyanza-Lac,Mugerama,Gitara,-4.2955,29.5933,1,Local Source Project Project,Local,"Non-violent activity: The head of the Gitara municipality prevented the Red Cross from distributing food for destitute returnees, accusing the Red Cross of supplying the rebels.",0,1548448868,BDI
2809920,108,BUR6471,6471.0,2016-10-25,2016,1,Strategic development,Protesters (Burundi),,6,,,0,60,Eastern Africa,Burundi,Bujumbura Mairie,Mukaza,n.a. (6),Bujumbura,-3.3772,29.3580,1,RPA,Regional,Strikes: The REGIDESO trade union is striking to protest over tax payments,0,1548448868,BDI
2809949,108,BUR6467,6467.0,2016-10-25,2016,1,Violence against civilians,Vigilante Militia (Burundi),,4,Civilians (Burundi),,7,47,Eastern Africa,Burundi,Cankuzo,Gisagara,Muzire,Gisagara,-3.1930,30.7954,1,Local Source Project Project,Local,A woman was killed by unidentified assailants. She has been accused of witchcraft,0,1548448868,BDI
2809951,108,BUR6464,6464.0,2016-10-24,2016,1,Violence against civilians,Military Forces of Burundi (2005-),,1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Bururi,Mugamba,Nyakigano,Nyagasasa,-3.5918,29.5911,1,Local Source Project Project,Local,The military from the Burundi Tea Office Plant were chasing students who were accused of participating in demonstrations against Nkurunzizas 3rd term. An old man was beaten for not revealing the location of the students. Local residents heard weapons fire during the chase.,0,1548448868,BDI
2809952,108,BUR6465,6465.0,2016-10-24,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Bujumbura Rural,Kanyosha1,Mboza,Kanyosha,-3.4148,29.4082,1,RPA,Regional,A youth was called away from his home and then shot by unidentified gunmen. It is believed that the killing is in response to his involvement in either the FNL or the Imbonerakure,1,1548448868,BDI
2809979,108,BUR6460,6460.0,2016-10-24,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),7,37,Eastern Africa,Burundi,Ruyigi,Kinyinya,Kabanga,Kabanga,-3.6373,30.4068,1,Local Source Project Project,Local,An Imbonerakure was beaten by the other Imbonerakure at the order of the communal leader for having said that patrols are unnecessary.,0,1548448868,BDI
2809980,108,BUR6461,6461.0,2016-10-24,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),7,37,Eastern Africa,Burundi,Ruyigi,Kinyinya,Kinyinya,Kinyinya,-3.6581,30.3427,1,Local Source Project Project,Local,A CNDD-FDD militant and teacher went missing on 25 October when he returned fromm Tanzania.,0,1548448868,BDI
2809981,108,BUR6463,6463.0,2016-10-24,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),Military Forces of Burundi (2005-),3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Gitega,Gitega,Mungwa,Mungwa,-3.4528,29.8816,1,Local Source Project Project,Local,10 armed men attacked 5 households on the Mweya sub-hill. They beat the heads of households. The victims claim that the perpetrators were wearing military uniforms.,0,1548448868,BDI
2809995,108,BUR6455,6455.0,2016-10-23,2016,2,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Gitega,Gitega,Buraza,Gitega,-3.4264,29.9308,1,Local Source Project Project,Local,A 6 year old was killed and decapitated. Her body was found in a valley.,1,1548448868,BDI
2810013,108,BUR6457,6457.0,2016-10-23,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Makamba,Kayogoro,Kayogoro,Kayogoro,-4.1289,29.9422,1,Local Source Project Project,Local,"A young man was beaten by Imbonerakure, who accused him of failing to stop for their patrol.",0,1548448868,BDI
2810014,108,BUR6458,6458.0,2016-10-23,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy,7,37,Eastern Africa,Burundi,Rumonge,Rumonge,Kagongo,Kizuka,-3.8586,29.3887,1,Local Source Project Project,Local,A young CNDD was tied up and beaten by 8 Imbonerakure youth,0,1548448868,BDI
2810015,108,BUR6459,6459.0,2016-10-23,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),UPRONA: Union for National Progress,7,37,Eastern Africa,Burundi,Muramvya,Muramvya,Centre Urbain,Muramvya,-3.2696,29.6079,1,Local Source Project Project,Local,"2 UPRONA activists were beaten by 7 Imbonerakure who wanted them to pay a fine with a crate of beer. One was executed, the other was beaten all night.",1,1548448868,BDI
2810031,108,BUR6456,6456.0,2016-10-23,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),FNL: National Forces of Liberation,7,37,Eastern Africa,Burundi,Makamba,Kayogoro,Kayogoro,Kayogoro,-4.1289,29.9422,1,Local Source Project Project,Local,A young man was beaten and stripped by Imbonerakure who accused him of failing to stop for their patrol.,0,1548448868,BDI
2810037,108,BUR6453,6453.0,2016-10-22,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Bubanza,Gihanga,Gihanga,Gihanga,-3.1940,29.3068,1,Local Source Project Project,Local,"A grenade was thrown at a Gihanga villager as he was walking home. The perpetrators have not been identified, although local people suspect the Rice Growers Association, of which he was president.",0,1548448868,BDI
2810053,108,BUR6454,6454.0,2016-10-22,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),FNL: National Forces of Liberation,7,37,Eastern Africa,Burundi,Bubanza,Mpanda,Gahwazi,Mpanda,-3.1703,29.4026,1,Local Source Project Project,Local,"An FNL Rwasa activist was beaten by 3 Imbonerakure. He believes that he was targeted because he spoke out against the recruitment of Imbonerakure into the police. 2 of the Imbonerakure have been arrested, the 3rd is a relative of the head of Rugenge hill",0,1548448868,BDI
2810107,108,BUR6450,6450.0,2016-10-21,2016,1,Violence against civilians,Police Forces of Burundi (2005-),,1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Kayanza,Gahombo,Rukanu,Rukanu,-3.0559,29.7472,1,Local Source Project Project,Local,A policeman raped a young girl. He has been detained in Cibitoke.,0,1548448868,BDI
2810110,108,BUR6448,6448.0,2016-10-20,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Bujumbura Mairie,Muha,N.A. (20),Musaga,-3.4158,29.3747,1,Local Source Project Project,Local,A grenade was thrown by an unidentified group between 1st and 2nd avenues. There were no injuries.,0,1548448868,BDI
2810126,108,BUR6446,6446.0,2016-10-20,2016,1,Violence against civilians,CNDD-FDD-Bakenyarerugamba: National Council for the Defence of Democracy (Bakenyarerugamba Faction),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Kirundo,Kirundo,Centre-Urbain,Kirundo,-2.5845,30.0959,1,Local Source Project Project,Local,"A girl was beaten by the womens league of the CNDD-FDD for returning after the curfew. The female wing has been encouraged to ""correct"" women",0,1548448868,BDI
2810127,108,BUR6447,6447.0,2016-10-20,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),Former Military Forces of Burundi (2005-),3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Rumonge,Muhuta,Murago,Murago,-3.6365,29.4806,1,Local Source Project Project,Local,"1 person was killed and 1 person was wounded when an unidentified group armed with rifles attacked a bistro. 1 of the victims is head of this hill. 2 people, including an ex-FAB, were arrested for investigation.",1,1548448868,BDI
2810125,108,BUR6444,6444.0,2016-10-20,2016,1,Riots/Protests,Protesters (Burundi),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),6,,,0,60,Eastern Africa,Burundi,Ngozi,Tangara,Mafu,Kabaremera,-2.9214,30.0712,1,Local Source Project Project,Local,The Imbonerakure threatened the displaced people in Tangara by demonstrating on the street with clubs.,0,1548448868,BDI
2810147,108,BUR6437,6437.0,2016-10-19,2016,1,Violence against civilians,Unidentified Armed Group (Burundi),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Gitega,Bugendana,Bitare,Bugendana,-3.2333,29.9139,1,Local Source Project Project,Local,A young man was beaten and died in a latrine on the Mukoro hill. He is believed to have been targeted for having participated in the protests against Nkurunzizas 3rd term,1,1548448868,BDI
2810161,108,BUR6438,6438.0,2016-10-19,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy,3,Civilians (Burundi),FNL: National Forces of Liberation,7,37,Eastern Africa,Burundi,Karuzi,Bugenyuzi,Bugenyuzi,Bugenyuzi,-3.0888,30.0618,1,Local Source Project Project,Local,An FNL Rwasa activist was tied up and beaten to death by Imbonerakure fromm the Rwandagaro hill in the presence of local CNDD-FDD leaders. They accused him of belonging to a rebel movement.,1,1548448868,BDI
2810162,108,BUR6440,6440.0,2016-10-19,2016,1,Violence against civilians,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),Tutsi Ethnic Group (Burundi),7,37,Eastern Africa,Burundi,Makamba,Mabanda,Mabanda,Mabanda,-4.2743,29.7749,1,Local Source Project Project,Local,"3 Imbonerakure beat a man with a stone, accusing him of being a bad Tutsi",0,1548448868,BDI
2810146,108,BUR6443,6443.0,2016-10-19,2016,1,Strategic development,Police Forces of Burundi (2005-),,1,Civilians (Burundi),,7,17,Eastern Africa,Burundi,Makamba,Vugizo,Rabiro,Vugizo,-4.1726,29.7069,1,Local Source Project Project,Local,Security measures: Police searched the house of a police deserter.,0,1548448868,BDI
