,Header,Tag,Dataset_name,Index
569,End_date,2013-01-12,Somalia NGO Consortium Data 3W.csv.CSV,701
570,DIST_CODE,#adm2+code,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
571,DIST_NAME,#adm2+name,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
572,Age,#respondee+age,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
573,Gender,#respondee+gender,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
574,Caste/ethnicity,#respondee+ethnicity,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
575,What is the current status of your home?,#indicator+home_status,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
576,1. Are your main reconstruction needs being addressed?,#indicator+q01+reconstruction,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
577,2. Do you have the information you need to reconstruct your house?,#indicator+q02+reconstruction,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
578,3. Have you consulted an engineer for your housing reconstruction needs?,#indicator+q03+reconstruction,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
579,4. Have you received any housing reconstruction support (this includes both financial and technical)?,#indicator+q04+reconstruction,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
580,5. Have you begun to reconstruct or repair your house?,#indicator+q05+reconstruction,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
581,6. Have you taken a loan to finance your reconstruction?,#indicator+q06+reconstruction,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
582,7. Are you aware how to build by using safer housing practices?,#indicator+q07+reconstruction,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
583,8. Are you satisfied with reconstruction support you have received? ?,#indicator+q08+reconstruction,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
584,9. Do you feel you/your family has recovered from the earthquake?,#indicator+q09+reconstruction,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
585,"10. Besides building your home, what is the biggest community reconstruction need of your community?",#indicator+q010+reconstruction,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
586,Food Security and Livelihood Questionnaire,,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
587,11. Are your familyâs daily food need being met?,#indicator+fsl+q011,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
588,12. Has damage from the earthquake impacted your livelihood?,#indicator+fsl+q012,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
589,13. Do you face any constraints to livelihood recovery?,#indicator+fsl+q013,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
590,14. Are you aware of any training available in your area/community?,#indicator+fsl+q014,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
591,"15. After the earthquake, do you think that your familyâs ability to cope with a new emergency has improved or decreased",#indicator+fsl+q015,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
592,Protection,,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
593,16. Is anyone in your community being excluded or discriminated against in earthquake recovery activities? (Answer on a scale of 1-5),#indicator+protection+q016,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
594,17. Do you feel that men and women are equally engaged in the reconstruction/recovery process? (Answer on a scale of 1-5),#indicator+protection+q017,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
595,18. Are there any children working in reconstruction in your community?,#indicator+protection+q018,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
596,19. Are there any children from your home working to support your familyâs recovery?,#indicator+protection+q019,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
597,"20. Have you provided any feedback on reconstruction processes, including: asking a question, filling a complaint/concern/grievance?",#indicator+protection+q020,nepal-reconstruction-survey-2018 - Recontruction_FSL_Protection_May_2018.csv.CSV,702
598,Please see: https://data.hdx.rwlabs.org/dataset/ebola-treatment-centers,THIS DATASET IS NO LONGER BEING UPDATED,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
599,Unnamed: 1,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
600,Unnamed: 2,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
601,Unnamed: 3,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
602,Unnamed: 4,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
603,Unnamed: 5,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
604,Unnamed: 6,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
605,Unnamed: 7,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
606,Unnamed: 8,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
607,Unnamed: 9,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
608,Unnamed: 10,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
609,Unnamed: 11,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
610,Unnamed: 12,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
611,Unnamed: 13,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
612,Unnamed: 14,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
613,Unnamed: 15,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
614,Unnamed: 16,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
615,Unnamed: 17,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
616,Unnamed: 18,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
617,Unnamed: 19,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
618,Unnamed: 20,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
619,Unnamed: 21,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
620,Unnamed: 22,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
621,Unnamed: 23,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
622,Unnamed: 24,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
623,Unnamed: 25,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
624,Unnamed: 26,,"Ebola - West Africa  - Ebola Treatment Centres, Isolation Wards Hospitals and Transit Centres.CSV",703
625,DISP_DATE,#date+occurred,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
626,ORIG_PROV_CODE,#admin1+code+x_origin,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
627,ORIG_PROV_NAME,#admin1+name+x_origin,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
628,ORIG_DIST_CODE,#admin2+code+x_origin,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
629,ORIG_DIST_NAME,#admin2+name+x_origin,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
630,DISP_PROV_CODE,#admin1+code+x_destination,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
631,DISP_PROV_NAME,#admin1+name+x_destination,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
632,DISP_DIST_CODE,#admin2+code+x_destination,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
633,DISP_DIST_NAME,#admin2+name+x_destination,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
634,DISP_IND,#affected+displaced,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
635,DISP_FAM,#affected+dispalced+families,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
636,DISP_ADULT_MALE,#affected+displaced+m+adults,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
637,DISP_ADULT_FEMALE,#affected+displaced+f+adults,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
638,DISP_CHILDREN_U18,#affected+dispalced+children,Afghanistan_Conflict_Displacements_2017.csv.CSV,704
639,DISP_DATE,#date+occurred,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
640,ORIG_PROV_CODE,#admin1+code+x_origin,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
641,ORIG_PROV_NAME,#admin1+name+x_origin,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
642,ORIG_DIST_CODE,#admin2+code+x_origin,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
643,ORIG_DIST_NAME,#admin2+name+x_origin,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
644,DISP_PROV_CODE,#admin1+code+x_destination,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
645,DISP_PROV_NAME,#admin1+name+x_destination,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
646,DISP_DIST_CODE,#admin1+code+x_destination,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
647,DISP_DIST_NAME,#admin1+name+x_destination,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
648,DISP_IND,#affected+displaced,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
649,DISP_FAM,#affected+dispalced+families,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
650,DISP_ADULT_MALE,#affected+displaced+m+adults,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
651,DISP_ADULT_FEMALE,#affected+displaced+f+adults,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
652,DISP_CHILDREN_U18,#affected+dispalced+children,Afghanistan_Conflict_Displacements_2017.csv.CSV,705
653,Country,Bahamas,Assessment_Hurricane_Matthew_3W_vis.csv.CSV,706
654,Who,CDEMA,Assessment_Hurricane_Matthew_3W_vis.csv.CSV,706
655,What,Evaluate logistics to Bahamas,Assessment_Hurricane_Matthew_3W_vis.csv.CSV,706
656,Category,Planning and Logistics,Assessment_Hurricane_Matthew_3W_vis.csv.CSV,706
657,country,#country+name,Lake_Chad_Basin_Appeal_Status_2017-02-27.csv.CSV,707
658,id,#x_appeal+id,Lake_Chad_Basin_Appeal_Status_2017-02-27.csv.CSV,707
659,name,#x_appeal+name,Lake_Chad_Basin_Appeal_Status_2017-02-27.csv.CSV,707
660,code,#x_appeal+code,Lake_Chad_Basin_Appeal_Status_2017-02-27.csv.CSV,707
661,startDate,#date+start,Lake_Chad_Basin_Appeal_Status_2017-02-27.csv.CSV,707
662,endDate,#date+end,Lake_Chad_Basin_Appeal_Status_2017-02-27.csv.CSV,707
663,year,#date+year,Lake_Chad_Basin_Appeal_Status_2017-02-27.csv.CSV,707
664,revisedRequirements,#x_requirement+x_usd+x_current,Lake_Chad_Basin_Appeal_Status_2017-02-27.csv.CSV,707
665,totalFunding,#x_funding+x_usd,Lake_Chad_Basin_Appeal_Status_2017-02-27.csv.CSV,707
666,percentFunded,#x_requirement+x_met+x_percent,Lake_Chad_Basin_Appeal_Status_2017-02-27.csv.CSV,707
667,province,#adm2+name,PHL_haima_houses_damaged_pcoded_ndrrmc_sitrep_9_20161025.csv.CSV,708
668,municipality_or_city,#adm3+name,PHL_haima_houses_damaged_pcoded_ndrrmc_sitrep_9_20161025.csv.CSV,708
669,totally_damaged,#affected+houses+totally+destroyed,PHL_haima_houses_damaged_pcoded_ndrrmc_sitrep_9_20161025.csv.CSV,708
670,partially_damaged,#affected+houses+partially+destroyed,PHL_haima_houses_damaged_pcoded_ndrrmc_sitrep_9_20161025.csv.CSV,708
671,total ,#affected+houses+total,PHL_haima_houses_damaged_pcoded_ndrrmc_sitrep_9_20161025.csv.CSV,708
672,prov_code,#adm2+code,PHL_haima_houses_damaged_pcoded_ndrrmc_sitrep_9_20161025.csv.CSV,708
673,mun_code,#adm3+code,PHL_haima_houses_damaged_pcoded_ndrrmc_sitrep_9_20161025.csv.CSV,708
674,Record_ID,1,Redhum_Ecuador 3w_round11.csv.CSV,709
675,Organizacion,Accion Contra el Hambre,Redhum_Ecuador 3w_round11.csv.CSV,709
676,Sector,Salud Nutricion,Redhum_Ecuador 3w_round11.csv.CSV,709
677,Actividad,Apoyo Psicosocial para madres lactantes,Redhum_Ecuador 3w_round11.csv.CSV,709
678,Provincia,Manabi,Redhum_Ecuador 3w_round11.csv.CSV,709
679,Canton,Pedernales,Redhum_Ecuador 3w_round11.csv.CSV,709
680,Parroquia,Pedernales,Redhum_Ecuador 3w_round11.csv.CSV,709
681,pcode3,EC131750,Redhum_Ecuador 3w_round11.csv.CSV,709
682,Pcode3_shp,131750,Redhum_Ecuador 3w_round11.csv.CSV,709
683,data_id,,Conflict Data for Gambia.CSV,710
684,iso,#country+code,Conflict Data for Gambia.CSV,710
685,event_id_cnty,#event+code,Conflict Data for Gambia.CSV,710
686,event_id_no_cnty,,Conflict Data for Gambia.CSV,710
687,event_date,#date+occurred,Conflict Data for Gambia.CSV,710
688,year,,Conflict Data for Gambia.CSV,710
689,time_precision,,Conflict Data for Gambia.CSV,710
690,event_type,#event+type,Conflict Data for Gambia.CSV,710
691,actor1,#group+name+first,Conflict Data for Gambia.CSV,710
692,assoc_actor_1,#group+name+first+assoc,Conflict Data for Gambia.CSV,710
693,inter1,,Conflict Data for Gambia.CSV,710
694,actor2,#group+name+second,Conflict Data for Gambia.CSV,710
695,assoc_actor_2,#group+name+second+assoc,Conflict Data for Gambia.CSV,710
696,inter2,,Conflict Data for Gambia.CSV,710
697,interaction,,Conflict Data for Gambia.CSV,710
698,region,#region+name,Conflict Data for Gambia.CSV,710
699,country,#country+name,Conflict Data for Gambia.CSV,710
700,admin1,#adm1+name,Conflict Data for Gambia.CSV,710
701,admin2,#adm2+name,Conflict Data for Gambia.CSV,710
702,admin3,#adm3+name,Conflict Data for Gambia.CSV,710
703,location,#loc+name,Conflict Data for Gambia.CSV,710
704,latitude,#geo+lat,Conflict Data for Gambia.CSV,710
705,longitude,#geo+lon,Conflict Data for Gambia.CSV,710
706,geo_precision,,Conflict Data for Gambia.CSV,710
707,source,#meta+source,Conflict Data for Gambia.CSV,710
708,source_scale,,Conflict Data for Gambia.CSV,710
709,notes,#description,Conflict Data for Gambia.CSV,710
710,fatalities,#affected+killed,Conflict Data for Gambia.CSV,710
711,timestamp,,Conflict Data for Gambia.CSV,710
712,iso3,,Conflict Data for Gambia.CSV,710
713,data_id,,Conflict Data for Algeria.CSV,711
714,iso,#country+code,Conflict Data for Algeria.CSV,711
715,event_id_cnty,#event+code,Conflict Data for Algeria.CSV,711
716,event_id_no_cnty,,Conflict Data for Algeria.CSV,711
717,event_date,#date+occurred,Conflict Data for Algeria.CSV,711
718,year,,Conflict Data for Algeria.CSV,711
719,time_precision,,Conflict Data for Algeria.CSV,711
720,event_type,#event+type,Conflict Data for Algeria.CSV,711
721,actor1,#group+name+first,Conflict Data for Algeria.CSV,711
722,assoc_actor_1,#group+name+first+assoc,Conflict Data for Algeria.CSV,711
723,inter1,,Conflict Data for Algeria.CSV,711
724,actor2,#group+name+second,Conflict Data for Algeria.CSV,711
725,assoc_actor_2,#group+name+second+assoc,Conflict Data for Algeria.CSV,711
726,inter2,,Conflict Data for Algeria.CSV,711
727,interaction,,Conflict Data for Algeria.CSV,711
728,region,#region+name,Conflict Data for Algeria.CSV,711
729,country,#country+name,Conflict Data for Algeria.CSV,711
730,admin1,#adm1+name,Conflict Data for Algeria.CSV,711
731,admin2,#adm2+name,Conflict Data for Algeria.CSV,711
732,admin3,#adm3+name,Conflict Data for Algeria.CSV,711
733,location,#loc+name,Conflict Data for Algeria.CSV,711
734,latitude,#geo+lat,Conflict Data for Algeria.CSV,711
735,longitude,#geo+lon,Conflict Data for Algeria.CSV,711
736,geo_precision,,Conflict Data for Algeria.CSV,711
737,source,#meta+source,Conflict Data for Algeria.CSV,711
738,source_scale,,Conflict Data for Algeria.CSV,711
739,notes,#description,Conflict Data for Algeria.CSV,711
740,fatalities,#affected+killed,Conflict Data for Algeria.CSV,711
741,timestamp,,Conflict Data for Algeria.CSV,711
742,iso3,,Conflict Data for Algeria.CSV,711
743,data_id,,Conflict Data for Mozambique.CSV,712
744,iso,#country+code,Conflict Data for Mozambique.CSV,712
745,event_id_cnty,#event+code,Conflict Data for Mozambique.CSV,712
746,event_id_no_cnty,,Conflict Data for Mozambique.CSV,712
747,event_date,#date+occurred,Conflict Data for Mozambique.CSV,712
748,year,,Conflict Data for Mozambique.CSV,712
749,time_precision,,Conflict Data for Mozambique.CSV,712
750,event_type,#event+type,Conflict Data for Mozambique.CSV,712
751,actor1,#group+name+first,Conflict Data for Mozambique.CSV,712
752,assoc_actor_1,#group+name+first+assoc,Conflict Data for Mozambique.CSV,712
753,inter1,,Conflict Data for Mozambique.CSV,712
754,actor2,#group+name+second,Conflict Data for Mozambique.CSV,712
755,assoc_actor_2,#group+name+second+assoc,Conflict Data for Mozambique.CSV,712
756,inter2,,Conflict Data for Mozambique.CSV,712
757,interaction,,Conflict Data for Mozambique.CSV,712
758,region,#region+name,Conflict Data for Mozambique.CSV,712
759,country,#country+name,Conflict Data for Mozambique.CSV,712
760,admin1,#adm1+name,Conflict Data for Mozambique.CSV,712
761,admin2,#adm2+name,Conflict Data for Mozambique.CSV,712
762,admin3,#adm3+name,Conflict Data for Mozambique.CSV,712
763,location,#loc+name,Conflict Data for Mozambique.CSV,712
764,latitude,#geo+lat,Conflict Data for Mozambique.CSV,712
765,longitude,#geo+lon,Conflict Data for Mozambique.CSV,712
766,geo_precision,,Conflict Data for Mozambique.CSV,712
767,source,#meta+source,Conflict Data for Mozambique.CSV,712
768,source_scale,,Conflict Data for Mozambique.CSV,712
769,notes,#description,Conflict Data for Mozambique.CSV,712
770,fatalities,#affected+killed,Conflict Data for Mozambique.CSV,712
771,timestamp,,Conflict Data for Mozambique.CSV,712
772,iso3,,Conflict Data for Mozambique.CSV,712
773,data_id,,Conflict Data for Cameroon.CSV,713
774,iso,#country+code,Conflict Data for Cameroon.CSV,713
775,event_id_cnty,#event+code,Conflict Data for Cameroon.CSV,713
776,event_id_no_cnty,,Conflict Data for Cameroon.CSV,713
777,event_date,#date+occurred,Conflict Data for Cameroon.CSV,713
778,year,,Conflict Data for Cameroon.CSV,713
779,time_precision,,Conflict Data for Cameroon.CSV,713
780,event_type,#event+type,Conflict Data for Cameroon.CSV,713
781,actor1,#group+name+first,Conflict Data for Cameroon.CSV,713
782,assoc_actor_1,#group+name+first+assoc,Conflict Data for Cameroon.CSV,713
783,inter1,,Conflict Data for Cameroon.CSV,713
784,actor2,#group+name+second,Conflict Data for Cameroon.CSV,713
785,assoc_actor_2,#group+name+second+assoc,Conflict Data for Cameroon.CSV,713
786,inter2,,Conflict Data for Cameroon.CSV,713
787,interaction,,Conflict Data for Cameroon.CSV,713
788,region,#region+name,Conflict Data for Cameroon.CSV,713
789,country,#country+name,Conflict Data for Cameroon.CSV,713
790,admin1,#adm1+name,Conflict Data for Cameroon.CSV,713
791,admin2,#adm2+name,Conflict Data for Cameroon.CSV,713
792,admin3,#adm3+name,Conflict Data for Cameroon.CSV,713
793,location,#loc+name,Conflict Data for Cameroon.CSV,713
794,latitude,#geo+lat,Conflict Data for Cameroon.CSV,713
795,longitude,#geo+lon,Conflict Data for Cameroon.CSV,713
796,geo_precision,,Conflict Data for Cameroon.CSV,713
797,source,#meta+source,Conflict Data for Cameroon.CSV,713
798,source_scale,,Conflict Data for Cameroon.CSV,713
799,notes,#description,Conflict Data for Cameroon.CSV,713
800,fatalities,#affected+killed,Conflict Data for Cameroon.CSV,713
801,timestamp,,Conflict Data for Cameroon.CSV,713
802,iso3,,Conflict Data for Cameroon.CSV,713
803,data_id,,Conflict Data for Somalia.CSV,714
804,iso,#country+code,Conflict Data for Somalia.CSV,714
805,event_id_cnty,#event+code,Conflict Data for Somalia.CSV,714
806,event_id_no_cnty,,Conflict Data for Somalia.CSV,714
807,event_date,#date+occurred,Conflict Data for Somalia.CSV,714
808,year,,Conflict Data for Somalia.CSV,714
809,time_precision,,Conflict Data for Somalia.CSV,714
810,event_type,#event+type,Conflict Data for Somalia.CSV,714
811,actor1,#group+name+first,Conflict Data for Somalia.CSV,714
812,assoc_actor_1,#group+name+first+assoc,Conflict Data for Somalia.CSV,714
813,inter1,,Conflict Data for Somalia.CSV,714
814,actor2,#group+name+second,Conflict Data for Somalia.CSV,714
815,assoc_actor_2,#group+name+second+assoc,Conflict Data for Somalia.CSV,714
816,inter2,,Conflict Data for Somalia.CSV,714
817,interaction,,Conflict Data for Somalia.CSV,714
818,region,#region+name,Conflict Data for Somalia.CSV,714
819,country,#country+name,Conflict Data for Somalia.CSV,714
820,admin1,#adm1+name,Conflict Data for Somalia.CSV,714
821,admin2,#adm2+name,Conflict Data for Somalia.CSV,714
822,admin3,#adm3+name,Conflict Data for Somalia.CSV,714
823,location,#loc+name,Conflict Data for Somalia.CSV,714
824,latitude,#geo+lat,Conflict Data for Somalia.CSV,714
825,longitude,#geo+lon,Conflict Data for Somalia.CSV,714
826,geo_precision,,Conflict Data for Somalia.CSV,714
827,source,#meta+source,Conflict Data for Somalia.CSV,714
828,source_scale,,Conflict Data for Somalia.CSV,714
829,notes,#description,Conflict Data for Somalia.CSV,714
830,fatalities,#affected+killed,Conflict Data for Somalia.CSV,714
831,timestamp,,Conflict Data for Somalia.CSV,714
832,iso3,,Conflict Data for Somalia.CSV,714
833,data_id,,Conflict Data for Cambodia.CSV,715
834,iso,#country+code,Conflict Data for Cambodia.CSV,715
835,event_id_cnty,#event+code,Conflict Data for Cambodia.CSV,715
836,event_id_no_cnty,,Conflict Data for Cambodia.CSV,715
837,event_date,#date+occurred,Conflict Data for Cambodia.CSV,715
838,year,,Conflict Data for Cambodia.CSV,715
839,time_precision,,Conflict Data for Cambodia.CSV,715
840,event_type,#event+type,Conflict Data for Cambodia.CSV,715
841,actor1,#group+name+first,Conflict Data for Cambodia.CSV,715
842,assoc_actor_1,#group+name+first+assoc,Conflict Data for Cambodia.CSV,715
843,inter1,,Conflict Data for Cambodia.CSV,715
844,actor2,#group+name+second,Conflict Data for Cambodia.CSV,715
845,assoc_actor_2,#group+name+second+assoc,Conflict Data for Cambodia.CSV,715
846,inter2,,Conflict Data for Cambodia.CSV,715
847,interaction,,Conflict Data for Cambodia.CSV,715
848,region,#region+name,Conflict Data for Cambodia.CSV,715
849,country,#country+name,Conflict Data for Cambodia.CSV,715
850,admin1,#adm1+name,Conflict Data for Cambodia.CSV,715
851,admin2,#adm2+name,Conflict Data for Cambodia.CSV,715
852,admin3,#adm3+name,Conflict Data for Cambodia.CSV,715
853,location,#loc+name,Conflict Data for Cambodia.CSV,715
854,latitude,#geo+lat,Conflict Data for Cambodia.CSV,715
855,longitude,#geo+lon,Conflict Data for Cambodia.CSV,715
856,geo_precision,,Conflict Data for Cambodia.CSV,715
857,source,#meta+source,Conflict Data for Cambodia.CSV,715
858,source_scale,,Conflict Data for Cambodia.CSV,715
859,notes,#description,Conflict Data for Cambodia.CSV,715
860,fatalities,#affected+killed,Conflict Data for Cambodia.CSV,715
861,timestamp,,Conflict Data for Cambodia.CSV,715
862,iso3,,Conflict Data for Cambodia.CSV,715
863,data_id,,Conflict Data for Guinea-Bissau.CSV,716
864,iso,#country+code,Conflict Data for Guinea-Bissau.CSV,716
865,event_id_cnty,#event+code,Conflict Data for Guinea-Bissau.CSV,716
866,event_id_no_cnty,,Conflict Data for Guinea-Bissau.CSV,716
867,event_date,#date+occurred,Conflict Data for Guinea-Bissau.CSV,716
868,year,,Conflict Data for Guinea-Bissau.CSV,716
869,time_precision,,Conflict Data for Guinea-Bissau.CSV,716
870,event_type,#event+type,Conflict Data for Guinea-Bissau.CSV,716
871,actor1,#group+name+first,Conflict Data for Guinea-Bissau.CSV,716
872,assoc_actor_1,#group+name+first+assoc,Conflict Data for Guinea-Bissau.CSV,716
873,inter1,,Conflict Data for Guinea-Bissau.CSV,716
874,actor2,#group+name+second,Conflict Data for Guinea-Bissau.CSV,716
875,assoc_actor_2,#group+name+second+assoc,Conflict Data for Guinea-Bissau.CSV,716
876,inter2,,Conflict Data for Guinea-Bissau.CSV,716
877,interaction,,Conflict Data for Guinea-Bissau.CSV,716
878,region,#region+name,Conflict Data for Guinea-Bissau.CSV,716
879,country,#country+name,Conflict Data for Guinea-Bissau.CSV,716
880,admin1,#adm1+name,Conflict Data for Guinea-Bissau.CSV,716
881,admin2,#adm2+name,Conflict Data for Guinea-Bissau.CSV,716
882,admin3,#adm3+name,Conflict Data for Guinea-Bissau.CSV,716
883,location,#loc+name,Conflict Data for Guinea-Bissau.CSV,716
884,latitude,#geo+lat,Conflict Data for Guinea-Bissau.CSV,716
885,longitude,#geo+lon,Conflict Data for Guinea-Bissau.CSV,716
886,geo_precision,,Conflict Data for Guinea-Bissau.CSV,716
887,source,#meta+source,Conflict Data for Guinea-Bissau.CSV,716
888,source_scale,,Conflict Data for Guinea-Bissau.CSV,716
889,notes,#description,Conflict Data for Guinea-Bissau.CSV,716
890,fatalities,#affected+killed,Conflict Data for Guinea-Bissau.CSV,716
891,timestamp,,Conflict Data for Guinea-Bissau.CSV,716
892,iso3,,Conflict Data for Guinea-Bissau.CSV,716
893,data_id,,Conflict Data for Sudan.CSV,717
894,iso,#country+code,Conflict Data for Sudan.CSV,717
895,event_id_cnty,#event+code,Conflict Data for Sudan.CSV,717
896,event_id_no_cnty,,Conflict Data for Sudan.CSV,717
897,event_date,#date+occurred,Conflict Data for Sudan.CSV,717
898,year,,Conflict Data for Sudan.CSV,717
899,time_precision,,Conflict Data for Sudan.CSV,717
900,event_type,#event+type,Conflict Data for Sudan.CSV,717
901,actor1,#group+name+first,Conflict Data for Sudan.CSV,717
902,assoc_actor_1,#group+name+first+assoc,Conflict Data for Sudan.CSV,717
903,inter1,,Conflict Data for Sudan.CSV,717
904,actor2,#group+name+second,Conflict Data for Sudan.CSV,717
905,assoc_actor_2,#group+name+second+assoc,Conflict Data for Sudan.CSV,717
906,inter2,,Conflict Data for Sudan.CSV,717
907,interaction,,Conflict Data for Sudan.CSV,717
908,region,#region+name,Conflict Data for Sudan.CSV,717
909,country,#country+name,Conflict Data for Sudan.CSV,717
910,admin1,#adm1+name,Conflict Data for Sudan.CSV,717
911,admin2,#adm2+name,Conflict Data for Sudan.CSV,717
912,admin3,#adm3+name,Conflict Data for Sudan.CSV,717
913,location,#loc+name,Conflict Data for Sudan.CSV,717
914,latitude,#geo+lat,Conflict Data for Sudan.CSV,717
