category,indicator,indicator_friendly,type_data,latitude,longitude,region_id,country_id,name,year,value
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,1985,340
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,1990,380
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,1995,435
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,2000,503
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,2005,575
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,2007,605
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,2010,648
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,2015,713
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,2020,769
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,2025,812
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,2030,841
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,2035,860
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,2040,867
Population,rural_population,Rural population,1000,-12.1,44.15,289,KM,Comoros,2045,862
Resilience,loss_of_lives_in_cyclones_per_million_population,Number of loss of lives in cyclones per million population,n,-12.1,44.15,289,KM,Comoros,1980,5.97
Slum dwellers,slum_population,Slum population – Urban,1000,-12.1,44.15,289,KM,Comoros,2000,128
Slum dwellers,slum_population,Slum population – Urban,1000,-12.1,44.15,289,KM,Comoros,1995,112
Slum dwellers,slum_population,Slum population – Urban,1000,-12.1,44.15,289,KM,Comoros,2005,153
Slum dwellers,slum_population,Slum population – Urban,1000,-12.1,44.15,289,KM,Comoros,1990,96
Slum dwellers,slum_population,Slum population – Urban,1000,-12.1,44.15,289,KM,Comoros,2007,162
Population,percentage_of_international_migrants,Percentage of international migrants,p,-12.1,44.15,289,KM,Comoros,2000,8.7
Population,percentage_of_international_migrants,Percentage of international migrants,p,-12.1,44.15,289,KM,Comoros,1995,8.6
Population,percentage_of_international_migrants,Percentage of international migrants,p,-12.1,44.15,289,KM,Comoros,2005,8.4
Slum dwellers,slum_proportion_living_urban,Percentage of slum population in urban area,p,-12.1,44.15,289,KM,Comoros,2000,65.4
Slum dwellers,slum_proportion_living_urban,Percentage of slum population in urban area,p,-12.1,44.15,289,KM,Comoros,1995,65.4
Slum dwellers,slum_proportion_living_urban,Percentage of slum population in urban area,p,-12.1,44.15,289,KM,Comoros,2005,68.9
Slum dwellers,slum_proportion_living_urban,Percentage of slum population in urban area,p,-12.1,44.15,289,KM,Comoros,1990,65.4
Slum dwellers,slum_proportion_living_urban,Percentage of slum population in urban area,p,-12.1,44.15,289,KM,Comoros,2007,68.9
Slum dwellers,durable_housing_urban_population_countries,Proportion of urban population with durable housing – Countries,p,-12.1,44.15,289,KM,Comoros,1996,65.8
Resilience,refugees_by_country_of_origin,Number of refugees by country of origin,n,-12.1,44.15,289,KM,Comoros,2005,61
